,Name,Price,County,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Battery Range (up to)
400,"Dacia Sandero, 2017 STEPWAY ALTERNATIVE 1. 1.5 DCI","€11,999",Meath,Dacia,Sandero,STEPWAY ALTERNATIVE,Base Trim,2017,"107,575 km",Diesel,Manual,Hatchback,1.5 litre,90hp,11.7 sec,5,4,White,Ireland,1,180,Aug 2024,4/5,3 Month,,
401,2019 Ford Focus Zetec 1.5 Tdci Estate,"€17,950",Dublin,Ford,Focus,Zetec,Base Trim,2019,"81,000 mi",Diesel,Manual,Estate,1.5 litre,120hp,10.3 sec,5,4,Grey,Ireland,---,180,---,---,12 Month,,
402,Volkswagen Golf GT 2.0 TDI 150bhp,"€18,499",Meath,Volkswagen,Golf,GTD,Sports Trim,2016,"93,000 mi",Diesel,Manual,Hatchback,2.0 litre,184hp,7.5 sec,5,5,Blue,Ireland,---,190,Jun 2022,---,3 Month,,
403,2012 Volkswagen Golf 1.2 Tsi Dsg/Auto Nct 08/23,"€10,950",Dublin,Volkswagen,Golf,TRENDLINE,Base Trim,2012,"50,000 mi",Petrol,Automatic,Hatchback,1.2 litre,85hp,12.3 sec,5,5,White,Ireland,---,210,Aug 2023,---,6 Month,,
404,"Audi A4, 2014 2.0 TDI S LINE BLACK EDITION 175BHP","€15,999",Meath,Audi,A4,S LINE,Sports Trim,2014,"200,253 km",Diesel,Manual,Saloon,2.0 litre,177hp,8.2 sec,5,4,Black,Ireland,---,190,Jun 2023,5/5,3 Month,,
405,2014 Volkswagen Polo 1.2 Tsi Dsg Auto Nct 08/24,"€11,250",Dublin,Volkswagen,Polo,TRENDLINE,Base Trim,2014,"60,000 mi",Petrol,Automatic,Hatchback,1.2 litre,60hp,16.1 sec,5,5,Grey,Ireland,---,200,Aug 2024,---,6 Month,,
406,"Toyota Landcruiser, 2015 COM LC LWB BUSINESS TT TT","€39,999",Meath,Toyota,Landcruiser,GX,Medium Trim,2015,"198,000 km",Diesel,Automatic,SUV,3.0 litre,172hp,11.2 sec,5,4,Silver,Ireland,1,---,---,---,3 Month,,
407,2014 Skoda Octavia 1.6 Tdi Dsg Auto Nct 05/24,"€10,500",Dublin,Skoda,Octavia,Active,Base Trim,2014,"140,000 mi",Diesel,Automatic,Saloon,1.6 litre,105hp,10.9 sec,5,4,White,Ireland,2,190,May 2024,5/5,3 Month,,
408,2013 Volvo V40 1.6 T4  Auto Nct 08/24,"€13,750",Dublin,Volvo,V40,ES,Base Trim,2013,"70,000 mi",Petrol,Automatic,Hatchback,1.6 litre,150hp,8.8 sec,5,5,Black,Ireland,---,200,---,---,6 Month,,
409,"Ford Ranger, 2012 2.2 TDCI XLT D/C 4WD 150 150PS 4","€15,999",Meath,Ford,Ranger,---,---,2012,"213,489 mi",Diesel,Manual,Pick Up,2.2 litre,---,---,5,4,Red,Ireland,2,---,---,---,3 Month,,
410,Volkswagen Passat 2017 2.0 TDI GT BLUEMOTION 150PS,"€19,999",Meath,Volkswagen,Passat,Highline,Luxury Trim,2017,"131,998 km",Diesel,Manual,Saloon,2.0 litre,150hp,8.7 sec,5,4,Grey,Ireland,1,190,Apr 2023,5/5,3 Month,,
411,"Volkswagen Polo, 2016 TRENDLINE 1.0 60HP MANUAL 5S","€13,499",Meath,Volkswagen,Polo,Trendline,Base Trim,2016,"62,294 km",Petrol,Manual,Hatchback,1.0 litre,60hp,15.5 sec,5,5,Black,Ireland,2,190,Jan 2023,---,3 Month,,
412,Audi A5 coupe 2L Special edition,"€8,000","Cork City, Cork",Audi,A5,,,2010,"227,000 km",Diesel,---,Coupe,2.0 litre,,,4,---,Silver,Ireland,1,280,Dec 2022,,,,
413,"Ford Fiesta, 2017 1.0 ZETEC ECOBOOST 100P 100PS 3D","€12,999",Meath,Ford,Fiesta,Zetec,Base Trim,2017,"37,562 km",Petrol,Manual,Hatchback,1.0 litre,65hp,16.8 sec,5,3,Black,Ireland,---,170,Mar 2023,5/5,3 Month,,
414,171 Foc. diesel     IMMCAULATE  *1 owner*,"€13,900",Limerick,Ford,Focus,---,---,2017,"98,000 mi",Diesel,Manual,Hatchback,1.5 litre,---,---,5,5,Black,Ireland,---,---,Feb 2023,---,,,
415,2011 Ford Focus ** NCT 11-23 1.6 tdci **,"€5,995",Kerry,Ford,Focus,Zetec,Sports Trim,2011,"155,157 mi",Diesel,Manual,Saloon,1.6 litre,95hp,12.6 sec,5,4,Brown,Ireland,3,190,Nov 2023,---,,,
416,Audi Q5 2.0tdi 163HP SE Quattro - Finance From  6,"€50,950",Sligo,Audi,Q5,S Line,Luxury Trim,2020,"91,278 km",Diesel,Automatic,SUV,2.0 litre,163hp,8.9 sec,5,4,White,Ireland,1,390,Jan 2024,5/5,12 Month,,
417,BMW 3-Series 2014,"€12,450","South City, Dublin",BMW,3-Series,SE,Medium Trim,2014,"138,000 km",Diesel,Automatic,Saloon,2.0 litre,143hp,9.2 sec,5,4,Black,Ireland,1,200,Feb 2024,---,,,
418,Kia Xceed 1.6 Phev,"€35,895",Dublin,KIA,Xceed,---,---,2023,0 km,Hybrid,Automatic,SUV,1.6 litre,---,---,---,5,Silver,Other,---,---,---,---,,---,
419,BMW 3 Series 330D Touring M Sport Auto sat Nav fu,"€23,495",Dublin,BMW,3-Series,M SPORT,Sports Trim,2014,"146,466 km",Diesel,Automatic,Estate,3.0 litre,258hp,5.6 sec,5,5,Blue,Ireland,1,280,Jul 2024,5/5,,,
420,BMW 5-Series 2010,"€7,500","Ashbourne, Meath",BMW,5-Series,,,2010,"117,782 km",Diesel,Unknown,Saloon,2.0 litre,,,5,---,Blue,Ireland,3,390,Dec 2022,,,,
421,Hyundai i30 // Deluxe // 2015 //1.6 Diesel // NCT,"€9,750","Wicklow Town, Wicklow",Hyundai,i30,Deluxe,Medium Trim,2015,"109,000 mi",Diesel,Manual,Hatchback,1.6 litre,110hp,10.6 sec,5,5,Grey,Ireland,1,180,Feb 2024,5/5,,,
422,"Ford C-MAX, Titanium. Automatic 2012","€8,999",Dublin,Ford,C-MAX,TITANIUM,Luxury Trim,2012,"97,557 mi",Diesel,Automatic,MPV,2.0 litre,115hp,11.8 sec,5,5,Purple,Ireland,---,390,Aug 2023,---,3 Month,,
423,2011 ford focus,"€5,000","Clonakilty, Cork",Ford,Focus,Style,Base Trim,2011,"159,000 km",Diesel,Manual,Hatchback,1.6 litre,109hp,10.9 sec,5,5,Blue,Ireland,3,200,May 2023,---,,,
424,2010 Convertible Mini Cooper D,"€4,500","Tralee, Kerry",Mini,Cooper,,,2010,"143,000 mi",Diesel,Manual,Convertible,1.6 litre,,,4,2,Black,United Kingdom,4,---,---,,,,
425,Audi A7 2012,"€17,000","Ashbourne, Meath",Audi,A7,---,Base Trim,2012,"119,116 km",Diesel,Automatic,Hatchback,3.0 litre,204hp,7.4 sec,5,5,Black,Ireland,2,280,Apr 2023,---,,,
426,SEAT Arona 1.0tsi 110hp SE,"€23,950",Cork,SEAT,Arona,SE+,Medium Trim,2022,"15,000 km",Petrol,Manual,SUV,1.0 litre,110hp,10.3 sec,5,5,Grey,Ireland,1,190,Jan 2026,---,2 Year,,
427,Toyota yaris,"€1,450","Claremorris, Mayo",Toyota,Yaris,,,2004,"186,000 mi",Petrol,Manual,Hatchback,1.0 litre,,,5,5,Blue,Ireland,8,199,May 2022,,,,
428,Audi A6 Avant 2.0tfsie 299BHP S Line Quattro Auto,"€79,900",Galway,Audi,A6,SE,Medium Trim,2022,"3,112 km",Hybrid,Automatic,Estate,2.0 litre,170hp,8.8 sec,5,5,Grey,Ireland,1,140,May 2026,---,2 Year,---,
429,LOVELY NEW SHAPE VW TIGUAN COMFORTLINE DSG 2017,"€27,950",Sligo,Volkswagen,Tiguan,Comfortline,Medium Trim,2017,"110,000 mi",Diesel,Automatic,SUV,2.0 litre,150hp,9.3 sec,5,5,Black,Ireland,---,270,Feb 2023,5/5,12 Month,,
430,Audi A4 2017,"€20,250","Raphoe, Donegal",Audi,A4,Attraction,Base Trim,2017,"125,000 mi",Diesel,Unknown,Saloon,2.0 litre,122hp,10.2 sec,5,---,White,Ireland,---,190,Apr 2023,5/5,,,
431,Mitsubishi Space Star 2020,"€15,450","South County, Dublin",Mitsubishi,Space Star,Intense,Luxury Trim,2020,"13,300 km",Petrol,Manual,Hatchback,1.2 litre,80hp,12.7 sec,5,4,Grey,Ireland,1,190,Jul 2024,---,,,
432,Dacia Sandero SCe 75 Alternative  2 Years Kearys,"€14,490",Cork,Dacia,Sandero,Alternative,Base Trim,2020,"18,089 km",Petrol,Manual,Hatchback,1.0 litre,75hp,14.2 sec,5,4,White,Ireland,1,200,Sep 2024,4/5,Available,,
433,Toyota Yaris Yaris 1.0 5DR Luna,"€15,950",Mayo,Toyota,Yaris,Luna,Medium Trim,2018,"66,968 km",Petrol,Manual,Hatchback,1.0 litre,69hp,15.3 sec,5,4,White,Ireland,1,180,Feb 2022,5/5,Available,,
434,Ford Kuga 2.0 AUTOMATIC AWD TITANIUM 2015,"€18,750",Dublin,Ford,Kuga,Titanium,Luxury Trim,2015,"131,984 km",Diesel,Manual,SUV,2.0 litre,150hp,10.9 sec,5,5,White,---,1,280,Nov 2024,5/5,Available,,
435,Mercedes-Benz A-Class A180 d SPORT 2017,"€20,850",Dublin,Mercedes-Benz,A-Class,URBAN,Medium Trim,2017,"86,550 km",Diesel,Manual,Hatchback,1.5 litre,109hp,11.3 sec,5,5,Silver,---,2,190,Sep 2023,5/5,Available,,
436,BMW 1 Series 116i - Low Miles - Mint Condition,"€13,950",Dublin,BMW,1-Series,SE,Medium Trim,2013,"68,001 km",Petrol,Automatic,Hatchback,1.6 litre,136hp,8.9 sec,5,5,Blue,Ireland,---,280,Apr 2024,5/5,Available,,
437,2017 Peugeot 308 1.2L 5DR ACCESS PURETECH,"€12,950",Dublin,Peugeot,308,Access,Base Trim,2017,---,Petrol,Manual,Hatchback,1.2 litre,82hp,13.3 sec,5,4,Grey,Ireland,1,200,Mar 2023,5/5,Available,,
438,Honda Fit  hybrid   F Package,"€14,950",Dublin,Honda,Fit,---,---,2017,"111,003 km",Hybrid,Automatic,Hatchback,1.5 litre,---,---,---,4,White,Ireland,---,---,Oct 2024,---,Available,---,
439,Honda Civic 1.6 DTEC ES 2014 FULL STAMPED HISTORY,"€9,950",Dublin,Honda,Civic,EX,Luxury Trim,2014,---,Diesel,Manual,Hatchback,1.6 litre,120hp,10.5 sec,5,5,Grey,Ireland,3,180,Nov 2022,5/5,Available,,
440,BMW 1 Series 116i Sport 1.6 Petrol automatic low,"€15,950",Dublin,BMW,1-Series,---,---,2013,"32,777 km",Petrol,Automatic,Hatchback,1.6 litre,---,---,---,4,Silver,Ireland,---,---,Apr 2024,---,Available,,
441,Porsche Panamera 3.0 E-HYBRID S AUTO 2014,"€39,950",Dublin,Porsche,Panamera,S,Medium Trim,2014,"239,443 km",Petrol Hybrid,Automatic,Hatchback,3.0 litre,416hp,5.5 sec,4,5,Black,Ireland,1,170,Apr 2024,---,Available,---,
442,BMW 1 Series 116i - Sport,"€13,900",Dublin,BMW,1-Series,---,---,2013,"62,001 km",Petrol,Automatic,Hatchback,1.6 litre,---,---,---,5,Blue,Ireland,---,---,Apr 2024,---,Available,,
443,BMW 730d M Sport 2011,"€12,950","Ennis, Clare",BMW,7-Series,M SPORT,Base Trim,2011,"256,000 km",Diesel,Automatic,Saloon,3.0 litre,245hp,7.2 sec,5,4,Black,Ireland,4,750,Sep 2022,---,,,
444,2016 3008 1.6 HDI 72K KMS/07-2024 NCT PANROOF,"€14,950",Dublin,Peugeot,3008,Active,Medium Trim,2016,"72,217 km",Diesel,Manual,SUV,1.6 litre,120hp,12.4 sec,5,4,Grey,Ireland,1,190,Jul 2024,5/5,Available,,
445,BMW 1 Series 116i Only 38k Kms,"€13,950",Dublin,BMW,1-Series,SE,Base Trim,2013,"38,000 km",Petrol,Automatic,Hatchback,1.6 litre,143hp,9.6 sec,5,5,Black,Ireland,---,200,May 2024,5/5,Available,,
446,Volvo V60 CROSS COUNTRY AWD AUTO 2015,"€19,750",Dublin,Volvo,V60,SE,Medium Trim,2015,"181,974 km",Diesel,Automatic,Estate,2.4 litre,190hp,7.7 sec,5,5,Grey,Ireland,2,400,Jan 2024,5/5,Available,,
447,Mazda 2  1.3 Petrol automatic,"€13,950",Dublin,Mazda,2,---,---,2017,"98,002 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,---,5,Black,Ireland,1,---,Aug 2024,---,Available,,
448,Toyota Aqua  1.5 Self Charging Hybrid automatic,"€11,450",Dublin,Toyota,Aqua,---,---,2016,"121,001 km",Hybrid,Automatic,Hatchback,1.5 litre,---,---,---,5,Silver,Ireland,1,---,Aug 2024,---,Available,---,
449,Mazda Demio  1.3 Petrol   automatic   only 49 000,"€8,450",Dublin,Mazda,Demio,---,---,2013,"49,001 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,---,5,Blue,Ireland,1,---,Aug 2024,---,Available,,
450,Toyota Prius  1.8l Self Charging Hybrid,"€18,950",Dublin,Toyota,Prius,---,---,2017,"133,002 km",Hybrid,Automatic,Hatchback,1.8 litre,---,---,---,5,Beige,Ireland,1,---,Aug 2024,---,Available,---,
451,Mazda Demio  1.3 Petrol   automatic,"€8,450",Dublin,Mazda,Demio,---,---,2013,"76,001 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,---,5,Red,Ireland,1,---,Aug 2024,---,Available,,
452,Kia Ceed 1.6 Crdi Phev,"€29,995",Meath,KIA,Ceed,---,Medium Trim,2021,"26,000 km",Hybrid,Automatic,Estate,1.6 litre,141hp,10.8 sec,5,5,Grey,Ireland,2,140,Jul 2025,4/5,Available,8.9 kWh,
453,Volkswagen Sharan 1.4tsi Highline Half Leather  7,"€22,450",Dublin,Volkswagen,Sharan,Trendline,Base Trim,2015,"106,002 km",Petrol,Automatic,MPV,1.4 litre,90hp,12.9 sec,5,5,Black,Ireland,---,180,Oct 2024,5/5,Available,,
454,Volkswagen Sharan 1.4tsi Comfortline Auto 7 Seater,"€20,750",Dublin,Volkswagen,Sharan,---,---,2014,"110,002 km",Petrol,Automatic,MPV,1.4 litre,---,---,---,5,Black,Ireland,---,---,Oct 2024,---,Available,,
455,Volkswagen Sharan 1.4tsi Highline Auto  automatic,"€20,950",Dublin,Volkswagen,Sharan,---,---,2014,"122,002 km",Petrol,Automatic,MPV,1.4 litre,---,---,---,4,Blue,Ireland,---,---,Oct 2024,---,Available,,
456,Volkswagen Passat 1.4 TSI High Line Saloon - Auto,"€13,950",Dublin,Volkswagen,Passat,TRENDLINE,Base Trim,2013,"84,001 km",Petrol,Automatic,Saloon,1.4 litre,105hp,10.7 sec,5,5,Black,Ireland,---,180,Sep 2024,---,Available,,
457,Mazda 2 / Demio 1.3 Automatic  only 46K Kms,"€9,850",Dublin,Mazda,2,---,---,2014,"74,030 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,---,4,Blue,Ireland,---,---,---,---,Available,,
458,Mazda 2 / Demio 1.3 Automatic,"€7,950",Dublin,Mazda,2,---,---,2012,"103,001 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,---,4,White,Ireland,---,---,Aug 2023,---,Available,,
459,Toyota Yaris / Vitz  1.0 Petrol  Automatic,"€7,950",Dublin,Toyota,Yaris,---,---,2012,"121,001 km",Petrol,Automatic,Hatchback,1.0 litre,---,---,---,4,Silver,Ireland,---,---,Aug 2023,---,Available,,
460,BMW 320,"€27,500","Mullingar, Westmeath",BMW,3-Series,---,---,2018,"72,087 mi",Diesel,Automatic,Saloon,2.0 litre,---,---,5,4,White,UK,---,---,---,---,,,
461,Volkswagen Up! 1.0 Automatic - Only 83k KMs,"€7,950",Dublin,Volkswagen,Up!,---,---,2013,"83,002 km",Petrol,Automatic,Hatchback,1.0 litre,---,---,---,3,White,Ireland,---,---,Aug 2024,---,Available,,
462,Toyota Aqua 1.5 Vvt-i Hybrid,"€16,490",Limerick,Toyota,Aqua,---,Base Trim,2019,"59,969 km",Hybrid,Automatic,Hatchback,1.5 litre,112hp,10.9 sec,5,5,Silver,Ireland,1,150,Feb 2023,---,Available,---,
463,Car part,€250,"South County, Dublin",Mercedes-Benz,GLE-Class,AMG Line,Base Trim,2019,---,Diesel,Automatic,SUV,2.0 litre,245hp,7.2 sec,5,5,Black,Ireland,2,570,Sep 2023,---,,,
464,HYUNDAI I30 1.4 DIESEL 176kms 2015,"€9,950",Limerick,Hyundai,i30,Classic,Base Trim,2015,"110,000 mi",Diesel,Manual,Hatchback,1.4 litre,90hp,13.5 sec,5,5,Bronze,Ireland,1,190,Jul 2023,5/5,,,
465,Peugeot 508  508 SW  order YOU 231 Now ...poa,No Price,Dublin,Peugeot,508,---,---,2023,---,Diesel,Automatic,Estate,1.5 litre,---,---,---,---,---,---,---,---,---,---,Available,,
466,Volkswagen Passat 2.0 TDI 150HP Highline,"€29,950",Clare,Volkswagen,Passat,Highline,Luxury Trim,2019,"49,000 km",Diesel,Manual,Saloon,2.0 litre,150hp,8.7 sec,5,4,Grey,Ireland,2,190,May 2023,---,Available,,
467,Toyota Yaris,"€6,250","Maynooth, Kildare",Toyota,Yaris,,,2010,"141,000 mi",Petrol,---,Hatchback,1.3 litre,,,5,3,Blue,Ireland,1,200,Sep 2023,,,,
468,151 BMW 320D AUTO M SPORT M PERFORMANCE,"€21,995",Cavan,BMW,3-Series,M Sport,Medium Trim,2015,"120,000 mi",Diesel,Automatic,Saloon,2.0 litre,184hp,7.6 sec,5,4,Grey,Ireland,---,200,Dec 2022,5/5,3 Month,,
469,Nissan QASHQAI 1.5 DSL SV 4DR,"€16,495",Offaly,Nissan,Qashqai,SV,Medium Trim,2015,"138,371 km",Diesel,Manual,Hatchback,1.5 litre,110hp,11.9 sec,5,4,Silver,Ireland,1,180,Feb 2019,5/5,Available,,
470,KIA Ceed 2009 tax & nct read advert,"€1,500","Cork City, Cork",KIA,Ceed,,,2009,"170,000 mi",Diesel,Unknown,Hatchback,1.6 litre,,,5,3,Blue,Ireland,4,270,Nov 2022,,,,
471,Opel Astra SRi 1.2 Turbo 130PS 8 Speed Auto,"€33,950",Kildare,Opel,Astra,Sri,Medium Trim,2022,"8,960 km",Petrol,Automatic,Hatchback,1.2 litre,130hp,9.7 sec,5,4,White,Ireland,1,200,Jul 2026,5/5,3 Year,,
472,Mercedes-Benz A-Class 2015,"£8,450","Armagh Town, Armagh",Mercedes-Benz,A-Class,---,---,2015,"102,000 mi",Diesel,Manual,Hatchback,1.5 litre,---,---,5,5,Blue,Northern Ireland,2,20,---,---,,,
473,BMW X1 XDrive 2.0lt Diesel Auto XLine 2012,"€10,250","Clonakilty, Cork",BMW,X1,xLine,Medium Trim,2012,"160,000 km",Diesel,Automatic,Hatchback,2.0 litre,184hp,8.1 sec,5,5,Grey,Ireland,---,400,Aug 2023,---,,,
474,"Mercedes-Benz CLA-Class, C200cdi Whiteart,  182reg","€29,995",Galway,Mercedes-Benz,CLA-Class,---,---,2018,"75,000 mi",Diesel,Manual,Saloon,2.1 litre,---,---,5,4,Grey,Ireland,1,190,Oct 2024,---,6 Month,,
475,"Mercedes-Benz CLS-Class, 2013","€15,999",Dublin,Mercedes-Benz,CLS-Class,SPORT,Base Trim,2013,"149,133 mi",Diesel,Automatic,Coupe,2.1 litre,204hp,7.5 sec,4,4,Grey,Ireland,1,280,May 2023,---,3 Month,,
476,Ford C-MAX 1.5 Tdci 95ps Zetec  low Mileage,"€18,495",Louth,Ford,C-MAX,Zetec,Base Trim,2018,"59,398 km",Diesel,Manual,MPV,1.5 litre,95hp,13.3 sec,5,4,White,Ireland,2,190,Jan 2022,5/5,Available,,
477,Vauxhall Insignia 2.0L CDTI Ecoflex,"€5,850","Letterkenny, Donegal",Vauxhall,Insignia,---,---,2014,"178,000 mi",Diesel,---,Hatchback,2.0 litre,---,---,5,---,Blue,Ireland,1,180,Feb 2024,---,,,
478,SEAT Ibiza 1.0 MPI 80hp Xcellence 5DR,"€19,444",Kildare,SEAT,Ibiza,XCELLENCE,Luxury Trim,2020,"22,690 km",Petrol,Manual,Hatchback,1.0 litre,80hp,14.7 sec,5,5,Blue,Ireland,1,200,Jan 2024,5/5,,,
479,171 Skoda Fabia 1.0 MPI S 60PS 5DR,"€11,000","Cork City, Cork",Skoda,Fabia,ACTIVE,Base Trim,2017,"87,500 km",Petrol,Unknown,Hatchback,1.0 litre,60hp,15.7 sec,5,5,Red,Ireland,1,190,Jan 2023,5/5,,,
480,Mitsubishi Outlander 2015,"€16,000","Passage West, Cork",Mitsubishi,Outlander,Intense+,Base Trim,2015,"33,000 mi",Petrol Plug-in Hybrid,Unknown,SUV,2.0 litre,203hp,11.0 sec,5,---,Blue,Ireland,1,170,Sep 2023,5/5,,12 kWh,---
481,transit connect wheelchair vehicle,"£3,500","Enniskillen, Fermanagh",Ford,Tourneo Connect,,,2009,"79,224 mi",Diesel,Manual,Van,1.8 litre,,,5,---,Silver,UK,1,---,---,,,,
482,Renault Grand Scenic 1.5 DCI Expression 110 110BH,"€5,950",Dublin,Renault,Grand Scenic,EXPRESSION,Base Trim,2011,"241,401 km",Diesel,Manual,MPV,1.5 litre,110hp,13.3 sec,7,5,Gold,Ireland,2,270,May 2023,---,,,
483,Audi TT 2.0tdi 184HP Sport,"€28,990",Cork,Audi,TT,Sport,Base Trim,2016,"62,954 mi",Diesel,Automatic,Coupe,2.0 litre,184hp,7.1 sec,4,3,White,Ireland,1,190,Jun 2023,4/5,Available,,
484,Renault Captur 1.5 dCi 90 Iconic,"€18,495",Dublin,Renault,Captur,ICONIC,Medium Trim,2019,"64,280 km",Diesel,Manual,Hatchback,1.5 litre,90hp,13.1 sec,5,5,Black,Ireland,2,190,Feb 2023,---,Available,,
485,Citroen Berlingo Berlingo 850 Enterprise Hdi 850,"€8,650",Mayo,Citroen,Berlingo,---,---,2013,"154,000 mi",Diesel,Manual,MPV,1.6 litre,---,---,---,---,Grey,UK,2,---,Oct 2023,---,Available,,
486,Skoda Superb Ambition GL 1.6 TDI 105BHP 4 4DR,"€9,950",Dublin,Skoda,Superb,AMBITION,Medium Trim,2011,"95,366 km",Diesel,Manual,Hatchback,1.6 litre,105hp,12.6 sec,5,4,White,Ireland,2,200,Sep 2022,---,,,
487,Hyundai i30n performance,"€36,000","South City, Dublin",Hyundai,i30,N,Sports Trim,2018,"60,000 km",Petrol,Manual,Hatchback,2.0 litre,250hp,6.4 sec,5,5,White,Ireland,---,570,Oct 2022,5/5,,,
488,BMW 520d M-SPORT Spec AUTO,"€3,100","South City, Dublin",BMW,5-Series,,,2007,"176,000 mi",Diesel,Automatic,Saloon,2.0 litre,,,5,4,Grey,Ireland,10,710,Oct 2022,,,,
489,BMW X3 X3 Xdrive20d Xline,"€49,900",Cork,BMW,X3,xLine,Luxury Trim,2019,"70,496 km",Diesel,Automatic,SUV,2.0 litre,190hp,8.0 sec,5,5,Black,Ireland,---,390,---,5/5,Available,,
490,Toyota Vitz 1.0l Hybrid Automatic,"€12,950",Dublin,Toyota,Vitz,---,---,2017,"76,407 km",Hybrid,Automatic,Hatchback,1.0 litre,---,---,---,5,Silver,Other,---,---,---,---,,---,
491,Land Rover Discovery 3.0 Sdv6 SE 2 Seater Commerc,"€53,950",Limerick,LAND ROVER,Discovery,---,---,2019,"115,500 km",Diesel,Automatic,SUV,3.0 litre,---,---,---,5,Black,Ireland,1,333,---,---,Available,,
492,Volkswagen Polo 1.0 TSI 95hp Life,"€23,950",Clare,Volkswagen,Polo,Life,Medium Trim,2022,10 km,Petrol,Manual,Hatchback,1.0 litre,95hp,10.8 sec,5,5,Grey,Ireland,1,190,Sep 2026,---,Available,,
493,Nissan Quashqai New Nct,"€4,950",Dublin,Nissan,Qashqai,,,2010,"240,000 km",Petrol,Manual,Hatchback,1.6 litre,,,5,5,Black,Ireland,3,570,Feb 2022,,,,
494,2013 Toyota Corolla 1.4 D-4D Luna Nct 06/2023,No Price,Kerry,Toyota,Corolla,Luna,Medium Trim,2013,"112,850 mi",Diesel,Manual,Saloon,1.4 litre,90hp,11.9 sec,5,4,Grey,Ireland,1,270,Jun 2023,---,,,
495,2012 Mini Countryman 1.6 Diesel New Nct Low KLM,"€10,950",Wexford,Mini,ONE,---,---,2012,"49,000 mi",Diesel,Manual,Estate/Jeep,1.6 litre,---,---,---,4,Grey,Ireland,2,200,Jul 2023,---,,,
